# Program:featureCounts v2.0.0; Command:"featureCounts" "-g" "gene_id" "-a" "gen_ann.gtf" "-o" "feature_counts_fr4" "/content/out816.bam" "/content/out817.bam" "/content/out818.bam" "/content/out819.bam" 
Geneid	/content/out816.bam	/content/out817.bam	/content/out818.bam	/content/out819.bam
gene-YMR094W	40	61	3	30
gene-YMR095C	45	43	7	19
gene-YMR096W	166	119	14	33
gene-YMR097C	377	558	45	127
gene-YMR098C	316	541	63	208
gene-YNCM0024W	0	0	0	0
gene-YMR099C	2513	2470	102	417
gene-YMR100W	514	431	72	238
gene-YMR101C	23	8	7	8
gene-YMR102C	62	92	65	200
gene-YMR103C	513	636	7	21
gene-YMR104C	2319	1951	39	97
gene-YMR105C	4478	7310	67	331
gene-YMR105W-A	41	18	4	5
gene-YMR106C	223	189	21	48
gene-YNCM0025C	0	0	0	0
gene-YMR107W	27953	4233	323	253
gene-YMR108W	4710	4788	1255	2989
gene-YMR109W	323	456	93	405
gene-YMR110C	12143	5257	171	349
gene-YMR111C	140	115	46	187
gene-YMR112C	123	171	39	165
gene-YMR113W	63	133	40	204
gene-YMR114C	3255	1574	60	126
gene-YMR115W	701	556	97	356
gene-YMR116C	1702	4542	5638	18416
gene-YNCM0026C	4	7	11	44
gene-YMR117C	54	85	11	33
gene-YMR118C	375	77	37	141
gene-YNCM0027W	0	0	0	0
gene-YMR119W	522	303	70	255
gene-YMR120C	361	2036	1146	1583
gene-YMR121C	300	678	617	2586
gene-YMR122C	6	13	3	15
gene-YMR122W-A	3058	3993	221	853
gene-YMR123W	117	231	134	513
gene-YMR124W	456	492	114	327
gene-YMR125W	528	728	136	435
gene-YMR126C	104	126	33	154
gene-YMR127C	94	175	103	397
gene-YMR128W	280	398	375	1196
gene-YMR129W	263	382	170	648
gene-YMR130W	32	58	49	194
gene-YMR131C	246	689	1511	5520
gene-YMR132C	176	200	34	98
gene-YMR133W	461	374	15	57
gene-YMR134W	366	395	43	164
gene-YMR135C	4499	2599	183	461
gene-YMR136W	2480	1104	52	140
gene-YMR137C	456	295	55	127
gene-YMR138W	128	105	21	51
gene-YMR139W	1927	1361	27	90
gene-YMR140W	1518	1015	49	192
gene-YMR141C	130	76	5	36
gene-YMR142C	1924	4928	3450	13902
gene-YMR143W	964	3073	1998	8029
gene-YMR144W	98	287	4	23
gene-YMR145C	1328	5045	134	495
gene-YMR146C	2215	3552	995	3749
gene-YMR147W	165	136	147	411
gene-YMR148W	0	0	0	0
gene-YMR149W	162	348	138	602
gene-YMR150C	277	269	23	111
gene-YMR152W	3436	2265	86	309
gene-YMR153W	411	522	180	655
gene-YMR154C	191	207	20	85
gene-YMR155W	303	263	37	164
gene-YMR156C	138	207	26	108
gene-YMR157C	65	232	19	86
gene-YMR158W	40	219	33	103
gene-YNCM0028C	0	0	1	1
gene-YMR158C-A	43	32	0	8
gene-YMR159C	182	136	3	12
gene-YMR160W	831	677	10	39
gene-YMR161W	601	995	92	385
gene-YMR162C	272	320	72	260
gene-YMR163C	213	153	19	48
gene-YNCM0029C	0	0	1	0
gene-YMR164C	322	185	90	282
gene-YMR165C	1074	617	25	119
gene-YMR166C	21	87	20	80
gene-YMR167W	257	332	45	141
gene-YMR168C	401	485	40	120
gene-YMR169C	257	211	19	79
gene-YMR170C	236	116	7	42
gene-YMR171C	596	452	211	733
gene-YMR172W	262	220	91	369
gene-YMR173W	1472	2361	222	717
gene-YMR174C	5865	892	87	60
gene-YMR175W	5620	245	61	54
gene-YMR175W-A	89	8	0	1
gene-YMR176W	583	417	56	199
gene-YMR177W	14	43	80	220
gene-YMR178W	245	382	23	105
gene-YMR179W	31	75	2	14
gene-YMR180C	208	224	50	267
gene-YMR181C	2473	1409	82	310
gene-YMR182C	301	170	64	156
gene-YMR182W-A	30	12	1	4
gene-YNCM0030W	61	56	2	29
gene-YMR183C	623	666	112	465
gene-YMR184W	228	381	32	147
gene-YMR185W	307	232	108	353
gene-YMR186W	24354	28417	323	1261
gene-YMR187C	205	212	41	108
gene-YMR188C	325	708	67	224
gene-YMR189W	204	567	125	161
gene-YMR190C	155	258	14	68
gene-YMR191W	16889	7452	398	848
gene-YMR192W	125	124	57	152
gene-YMR193W	405	1046	80	306
gene-YMR194W	300	715	712	2975
gene-YNCM0031W	835	627	25	61
gene-YMR194C-B	1408	840	43	89
gene-YMR195W	2537	1700	78	124
gene-YMR196W	2950	1946	64	202
gene-YMR197C	460	710	108	358
gene-YMR198W	33	87	26	99
gene-YMR199W	167	270	5	58
gene-YMR200W	975	765	175	537
gene-YMR201C	730	659	35	148
gene-YNCM0032C	15	10	2	8
gene-YMR202W	92	275	127	585
gene-YMR203W	782	2109	123	531
gene-YMR204C	166	138	31	65
gene-YMR205C	4027	4606	1029	3138
gene-YMR206W	1474	723	11	27
gene-YMR207C	274	313	38	163
gene-YMR208W	341	500	38	151
gene-YMR209C	77	143	73	297
gene-YMR210W	203	500	47	183
gene-YMR211W	323	364	56	134
gene-YMR212C	211	302	148	516
gene-YMR213W	585	497	114	303
gene-YMR214W	102	418	89	320
gene-YMR215W	119	615	30	166
gene-YMR216C	632	1155	348	1082
gene-YMR217W	414	1562	3521	10430
gene-YMR218C	204	305	38	172
gene-YMR219W	1012	947	91	223
gene-YMR220W	372	611	101	544
gene-YMR221C	408	373	90	357
gene-YMR222C	566	638	56	290
gene-YMR223W	56	64	75	270
gene-YMR224C	105	187	17	95
gene-YMR225C	159	329	28	111
gene-YMR226C	2002	2782	250	1298
gene-YMR227C	239	234	100	326
gene-YMR228W	60	129	22	129
gene-YMR229C	271	482	1267	3811
gene-YMR230W	1399	2245	1388	5521
gene-YMR230W-A	0	2	5	29
gene-YMR231W	93	113	59	193
gene-YMR232W	26	10	9	25
gene-YMR233W	97	124	50	156
gene-YMR234W	199	202	100	301
gene-YMR235C	299	645	554	2056
gene-YMR236W	387	614	91	470
gene-YMR237W	432	844	77	317
gene-YMR238W	713	406	69	173
gene-YNCM0033C	0	0	0	0
gene-YMR239C	112	110	323	984
gene-YMR240C	206	235	130	406
gene-YMR241W	218	333	241	955
gene-YMR242C	614	2186	2638	10363
gene-YMR242W-A	2	5	8	40
gene-YMR243C	595	664	735	2663
gene-YMR244W	8	9	180	175
gene-YMR244C-A	353	525	22	86
gene-YMR246W	4516	2709	161	441
gene-YNCM0034C	1364	1250	40	134
gene-YMR247C	165	265	171	603
gene-YNCM0035C	0	0	0	0
gene-YMR247W-A	17	22	0	2
gene-YMR250W	11114	6991	103	215
gene-YMR251W	415	404	18	32
gene-YMR251W-A	32088	37667	617	2610
gene-YMR252C	115	108	16	68
gene-YMR253C	444	374	50	157
gene-YMR254C	30	27	3	22
gene-YMR255W	1664	1588	120	449
gene-YMR256C	7527	5380	161	440
gene-YMR257C	115	109	37	161
gene-YMR258C	964	457	41	194
gene-YMR259C	160	155	205	610
gene-YMR260C	469	1083	923	3162
gene-YMR261C	559	1269	15	120
gene-YMR262W	475	488	20	54
gene-YMR263W	123	213	36	160
gene-YMR264W	852	956	98	423
gene-YMR265C	148	135	72	319
gene-YMR266W	1599	1086	532	1644
gene-YMR267W	234	690	34	170
gene-YMR268C	278	217	97	269
gene-YMR269W	431	155	145	491
gene-YMR270C	64	99	87	333
gene-YMR271C	3907	2437	61	162
gene-YNCM0036C	0	0	0	0
gene-YMR272C	3082	1536	625	2030
gene-YMR272W-B	3	3	0	2
gene-YMR273C	328	336	31	104
gene-YMR274C	14	31	19	93
gene-YMR275C	207	272	60	219
gene-YMR276W	2328	2743	126	466
gene-YMR277W	98	196	297	1167
gene-YMR278W	1297	976	64	136
gene-YMR279C	148	101	12	34
gene-YMR280C	2330	1028	25	59
gene-YMR281W	233	248	13	54
gene-YMR282C	82	228	27	146
gene-YMR283C	390	435	72	191
gene-YNCM0037W	0	0	0	0
gene-YMR284W	238	290	6	42
gene-YMR285C	150	397	183	607
gene-YMR286W	965	672	53	156
gene-YMR287C	132	273	26	123
gene-YMR288W	96	145	50	130
gene-YMR289W	205	286	26	97
gene-YMR290C	102	374	1180	3641
gene-YMR291W	163	150	62	108
gene-YMR292W	61	93	40	153
gene-YMR293C	36	55	19	86
gene-YMR294W	438	295	60	224
gene-YMR295C	3710	3839	476	1321
gene-YMR296C	132	296	370	1361
gene-YMR297W	13264	9110	326	1054
gene-YMR298W	703	856	107	426
gene-YMR299C	354	351	58	255
gene-YMR300C	80	108	1210	2834
gene-YMR301C	301	424	42	224
gene-YMR302C	2688	2528	124	436
gene-YMR303C	30540	20844	884	2518
gene-YMR304W	1568	1220	25	111
gene-YMR305C	1382	5533	97	714
gene-YMR306W	77	76	7	30
gene-YMR307W	763	3350	958	3077
gene-YMR308C	520	547	763	2525
gene-YMR309C	435	494	738	2271
gene-YMR310C	161	174	228	670
gene-YMR311C	5072	4051	138	548
gene-YMR312W	383	398	99	286
gene-YMR313C	672	527	178	482
gene-YMR314W	2069	2499	148	590
gene-YMR315W	749	687	51	193
gene-YMR315W-A	21	13	3	5
gene-YMR316W	2281	1242	96	233
gene-YMR316C-A	10	7	0	4
gene-YMR317W	417	327	30	100
gene-YMR318C	174	448	594	1407
gene-YMR319C	1389	1601	651	1715
gene-YMR320W	72	26	48	147
gene-YMR321C	12	15	3	147
gene-YMR322C	0	0	0	7
gene-YMR323W	7	3	0	20
gene-YMR325W	0	0	0	3
gene-YNL339C	0	0	0	0
gene-YNL336W	245	205	4	21
gene-YNL335W	7	4	0	0
gene-YNL334C	0	1	0	1
gene-YNL333W	5	8	1	1
gene-YNL332W	11	6	0	2
gene-YNL331C	196	181	20	72
gene-YNL330C	585	995	131	482
gene-YNL329C	260	304	30	113
gene-YNL328C	34	28	6	5
gene-YNL327W	597	686	21	62
gene-YNL326C	162	146	55	160
gene-YNL325C	227	249	25	67
gene-YNL323W	272	399	76	242
gene-YNL322C	3657	2721	387	1326
gene-YNL321W	827	555	44	195
gene-YNL320W	46	82	20	80
gene-YNL318C	3	4	1	4
gene-YNL317W	293	316	47	145
gene-YNL316C	53	64	54	180
gene-YNL315C	480	1389	69	306
gene-YNL314W	315	312	18	89
gene-YNL313C	60	182	269	938
gene-YNL312W	174	953	5	82
gene-YNL311C	212	168	30	122
gene-YNL310C	156	423	11	72
gene-YNL309W	26	54	13	78
gene-YNL308C	950	999	949	3254
gene-YNL307C	517	1005	62	274
gene-YNL306W	494	1231	101	344
gene-YNL305C	3405	2140	129	547
gene-YNL304W	11	40	11	40
gene-YNL302C	602	2113	2346	9334
gene-YNL301C	835	1087	1230	4826
gene-YNL300W	107	1138	10	97
gene-YNL299W	10	17	156	499
gene-YNL298W	78	186	196	632
gene-YNL297C	382	591	37	147
gene-YNL295W	240	285	41	148
gene-YNL294C	592	524	56	229
gene-YNL293W	366	302	44	171
gene-YNL292W	146	305	70	283
gene-YNL291C	28	59	27	175
gene-YNL290W	171	396	58	266
gene-YNL289W	18	33	10	485
gene-YNCN0001W	2	8	2	10
gene-YNL288W	273	501	163	561
gene-YNL287W	1315	2267	156	658
gene-YNL286W	392	488	58	200
gene-YNCN0002C	0	1	0	0
gene-YNL284C-B	3	8	0	5
gene-YNL284C-A	0	0	0	0
gene-YNCN0003W	0	0	0	0
gene-YNL284C	198	672	61	274
gene-YNCN0004W	0	0	0	1
gene-YNL283C	148	338	26	211
gene-YNL282W	84	78	62	211
gene-YNL281W	777	805	143	630
gene-YNL280C	684	625	17	177
gene-YNL279W	48	41	1	17
gene-YNL278W	200	184	8	52
gene-YNL277W-A	6	8	2	4
gene-YNL277W	195	113	107	408
gene-YNL275W	122	67	70	224
gene-YNL274C	1400	2436	29	128
gene-YNL273W	7	55	16	31
gene-YNL272C	120	272	28	136
gene-YNL271C	787	716	137	401
gene-YNL270C	200	270	16	36
gene-YNL269W	22	7	6	6
gene-YNL268W	1236	1025	840	2673
gene-YNL267W	955	848	99	352
gene-YNL265C	830	1146	68	211
gene-YNL264C	59	94	62	271
gene-YNL263C	129	301	78	304
gene-YNL262W	197	873	14	79
gene-YNL261W	21	70	116	387
gene-YNL260C	183	241	49	199
gene-YNL259C	328	494	51	165
gene-YNL258C	561	584	74	285
gene-YNL257C	443	734	10	69
gene-YNL256W	214	239	196	643
gene-YNL255C	1948	2360	707	2664
gene-YNL254C	176	117	94	278
gene-YNL253W	204	336	54	221
gene-YNL252C	397	998	81	370
gene-YNL251C	277	229	141	899
gene-YNL250W	331	378	40	125
gene-YNL249C	186	160	38	126
gene-YNL248C	70	156	864	2780
gene-YNL247W	527	1268	421	1317
gene-YNL246W	901	1277	126	504
gene-YNL245C	278	299	96	313
gene-YNL244C	1961	1318	986	3719
gene-YNL243W	154	311	147	539
gene-YNL242W	263	247	4	49
gene-YNL241C	3208	2550	115	296
gene-YNL240C	1589	1038	211	721
gene-YNL239W	3482	4058	119	478
gene-YNL238W	134	190	160	538
gene-YNL237W	268	361	13	71
gene-YNL236W	136	202	82	292
gene-YNL234W	58	100	225	509
gene-YNL233W	85	256	35	96
gene-YNL232W	185	338	321	1101
gene-YNL231C	115	198	262	838
gene-YNL230C	202	198	87	354
gene-YNL229C	444	570	117	529
gene-YNL227C	545	703	289	748
gene-YNL225C	63	167	31	156
gene-YNL224C	212	303	74	227
gene-YNL223W	457	377	23	64
gene-YNL222W	62	130	19	73
gene-YNCN0005C	128	46	4	19
gene-YNL221C	268	352	343	1229
gene-YNL220W	677	1804	928	2148
gene-YNL219C	381	520	70	314
gene-YNL218W	148	141	10	83
gene-YNL217W	284	585	103	344
gene-YNL216W	427	684	141	618
gene-YNL215W	1174	1101	124	427
gene-YNL214W	205	224	12	70
gene-YNL213C	307	290	85	241
gene-YNL212W	762	641	105	373
gene-YNL211C	161	113	39	101
gene-YNL210W	19	33	46	160
gene-YNL209W	4680	11189	6733	21583
gene-YNL208W	15181	13871	362	1114
gene-YNL207W	133	312	311	1046
gene-YNL206C	241	356	80	377
gene-YNL204C	20	24	32	175
gene-YNL202W	3369	680	69	129
gene-YNL201C	239	189	416	1115
gene-YNL200C	3172	1817	50	76
gene-YNL199C	466	517	251	722
gene-YNL197C	238	520	119	324
gene-YNL196C	216	141	6	7
gene-YNL195C	6703	1315	66	57
gene-YNL194C	7240	5950	73	165
gene-YNL193W	578	298	85	318
gene-YNL192W	5335	3012	145	410
gene-YNL191W	112	83	317	938
gene-YNL190W	2354	1707	509	1856
gene-YNL189W	1317	1715	272	1357
gene-YNL188W	36	39	23	108
gene-YNL187W	108	74	45	94
gene-YNL186W	503	386	797	2355
gene-YNL185C	63	156	32	106
gene-YNL184C	5	16	6	10
gene-YNL183C	251	367	71	238
gene-YNL182C	32	58	427	1266
gene-YNL181W	239	676	43	165
gene-YNL180C	1048	643	236	762
gene-YNL178W	2834	6381	6113	21851
gene-YNL177C	351	904	95	374
gene-YNL176C	765	658	147	433
gene-YNL175C	78	178	606	1882
gene-YNL173C	3030	2655	34	108
gene-YNL172W	164	191	37	138
gene-YNL169C	267	1014	36	136
gene-YNL168C	1185	1452	44	149
gene-YNL167C	192	336	37	131
gene-YNL166C	22	53	112	399
gene-YNL165W	105	139	42	173
gene-YNL164C	96	61	89	360
gene-YNL163C	221	289	389	1094
gene-YNL162W-A	40	28	104	276
gene-YNL162W	313	916	1068	4814
gene-YNL161W	446	568	166	578
gene-YNL160W	17754	22725	371	1775
gene-YNL159C	673	506	44	186
gene-YNL158W	303	257	45	215
gene-YNL157W	3137	2852	188	710
gene-YNL156C	1362	1210	135	492
gene-YNL155W	50	162	58	190
gene-YNL154C	582	881	328	1188
gene-YNL153C	38	111	223	871
gene-YNL152W	36	70	70	235
gene-YNL151C	409	449	151	579
gene-YNL149C	644	734	168	684
gene-YNL148C	74	114	5	37
gene-YNL147W	181	271	107	309
gene-YNL146C-A	7	1	1	1
gene-YNL146W	22	15	1	16
gene-YNL145W	8	5	0	3
gene-YNL144C	1476	1384	60	97
gene-YNL143C	34	26	15	47
gene-YNL142W	151	339	41	133
gene-YNL141W	58	167	2001	5961
gene-YNL140C	0	1	0	2
gene-YNL139C	807	704	76	239
gene-YNL138W-A	208	238	15	67
gene-YNL138W	1331	2414	43	254
gene-YNL137C	251	752	74	329
gene-YNL136W	2001	1253	87	340
gene-YNL135C	5365	7095	283	1176
gene-YNL134C	2200	2908	74	264
gene-YNL133C	552	365	81	197
gene-YNCN0006W	0	0	1	0
gene-YNL132W	58	214	479	1540
gene-YNL131W	853	1605	88	426
gene-YNL130C	1383	1894	40	185
gene-YNL130C-A	32	33	0	3
gene-YNL129W	126	144	13	34
gene-YNL128W	21	39	7	22
gene-YNL127W	587	825	44	147
gene-YNL126W	67	105	7	46
gene-YNL125C	643	618	189	554
gene-YNL124W	44	116	545	1588
gene-YNL123W	74	126	426	1178
gene-YNL122C	143	270	9	73
gene-YNL121C	1652	2541	228	881
gene-YNL119W	120	103	205	772
gene-YNL118C	1392	1939	188	773
gene-YNL117W	16887	36159	142	769
gene-YNL116W	678	422	103	374
gene-YNL115C	3909	1267	57	103
gene-YNL113W	138	131	626	2301
gene-YNL112W	54	171	3656	11174
gene-YNL111C	151	688	223	1450
gene-YNL110C	120	203	749	2776
gene-YNL108C	90	154	119	564
gene-YNL107W	105	208	107	394
gene-YNL106C	47	94	44	130
gene-YNL104C	1964	2297	546	1341
gene-YNL103W	898	463	248	777
gene-YNL102W	48	347	15	53
gene-YNL101W	2810	1789	203	680
gene-YNL100W	1360	2371	67	336
gene-YNL099C	234	259	76	306
gene-YNL098C	797	1659	123	476
gene-YNL097C-B	5	6	1	11
gene-YNL097C	483	685	36	169
gene-YNCN0007W	0	0	0	3
gene-YNL096C	924	1895	1993	7371
gene-YNL095C	79	99	82	214
gene-YNL094W	768	630	112	427
gene-YNL093W	1782	996	19	83
gene-YNL092W	325	183	14	35
gene-YNL091W	3339	2389	267	822
gene-YNL090W	177	280	21	116
gene-YNL088W	760	956	50	139
gene-YNL087W	186	283	149	424
gene-YNL086W	94	102	24	34
gene-YNL085W	651	820	158	626
gene-YNL084C	891	1408	77	352
gene-YNL083W	211	379	83	294
gene-YNL082W	83	222	4	45
gene-YNL081C	388	659	71	246
gene-YNL080C	281	188	135	438
gene-YNL079C	2685	5093	337	1644
gene-YNL078W	240	358	29	104
gene-YNL077W	5776	7679	85	286
gene-YNL076W	427	535	165	497
gene-YNL075W	87	78	485	1830
gene-YNL074C	1053	1141	194	603
gene-YNL073W	177	262	18	149
gene-YNL072W	116	88	22	77
gene-YNL071W	11330	9244	292	1080
gene-YNL070W	372	468	57	209
gene-YNL069C	771	2591	3418	13143
gene-YNL068C	235	243	161	460
gene-YNL067W-B	0	0	0	1
gene-YNL067W	1633	3817	2892	11422
gene-YNL066W	196	230	146	471
gene-YNL065W	32	31	1604	3871
gene-YNL064C	2252	3180	1358	4473
gene-YNL063W	161	247	50	198
gene-YNL062C	140	313	387	1366
gene-YNL061W	607	1018	1348	4509
gene-YNL059C	287	507	84	387
gene-YNL058C	240	431	24	109
gene-YNL056W	472	532	91	340
gene-YNL055C	24075	23052	340	1072
gene-YNCN0008C	0	0	0	0
gene-YNL054W-A	0	0	0	0
gene-YNL054W-B	2	2	0	3
gene-YNL054W	376	479	95	261
gene-YNL053W	210	236	127	366
gene-YNL052W	10195	9402	291	1009
gene-YNL051W	200	337	23	144
gene-YNL050C	331	428	230	842
gene-YNL049C	139	234	66	286
gene-YNL048W	178	281	102	376
gene-YNL047C	110	117	48	165
gene-YNL046W	331	245	11	68
gene-YNL045W	1305	1233	56	304
gene-YNL044W	1385	2095	141	511
gene-YNCN0009W	0	0	0	0
gene-YNL042W-B	21	6	1	3
gene-YNL042W	426	223	53	247
gene-YNL041C	230	292	45	206
gene-YNL040W	452	582	46	172
gene-YNL039W	323	480	104	432
gene-YNL038W	116	142	69	252
gene-YNL037C	2357	6606	40	307
gene-YNL036W	2675	2791	119	487
gene-YNCN0010C	0	0	0	0
gene-YNCN0011W	0	0	0	0
gene-YNL035C	116	222	56	210
gene-YNCN0012C	2	0	0	1
gene-YNL034W	65	10	1	4
gene-YNL033W	264	0	0	0
gene-YNL032W	171	253	74	255
gene-YNL031C	6476	12449	229	3198
gene-YNL030W	848	5971	153	1552
gene-YNL029C	63	99	95	373
gene-YNL027W	659	472	90	239
gene-YNL026W	501	794	19	106
gene-YNL025C	110	135	25	76
gene-YNCN0013W	100	69	2	12
gene-YNCN0014W	46	31	2	10
gene-YNL024C-A	322	325	125	375
gene-YNL024C	16	11	9	34
gene-YNL023C	157	179	232	701
gene-YNL022C	123	261	130	392
gene-YNL021W	54	166	110	284
gene-YNL020C	1056	336	70	241
gene-YNL019C	48	14	0	3
gene-YNL018C	50	17	1	0
gene-YNCN0015W	0	0	0	0
gene-YNL016W	540	1419	285	826
gene-YNL015W	9730	10622	136	378
gene-YNL014W	5007	551	36	92
gene-YNL012W	148	136	10	44
gene-YNL011C	68	115	26	112
gene-YNL010W	866	1615	359	1137
gene-YNL009W	1951	714	32	59
gene-YNL008C	497	470	43	222
gene-YNL007C	3884	9437	129	739
gene-YNL006W	1503	3386	76	337
gene-YNL005C	693	1492	157	511
gene-YNL004W	1038	1517	367	1135
gene-YNL003C	218	364	38	179
gene-YNL002C	621	938	1413	4813
gene-YNL001W	272	340	304	902
gene-YNR001C	15830	16377	173	479
gene-YNCN0016C	6	5	0	0
gene-YNCN0017W	0	0	0	0
gene-YNR002C	2602	1172	37	55
gene-YNR003C	169	262	235	833
gene-YNR004W	82	85	65	200
gene-YNR006W	1338	1455	132	374
gene-YNR007C	1336	1141	42	102
gene-YNR008W	147	216	64	221
gene-YNR009W	22	51	5	15
gene-YNR010W	472	649	28	139
gene-YNR011C	192	292	121	366
gene-YNR012W	81	137	296	858
gene-YNR013C	338	389	199	784
gene-YNR014W	7	20	11	38
gene-YNR015W	213	278	201	610
gene-YNR016C	8303	11395	134	450
gene-YNR017W	251	540	187	680
gene-YNR018W	1155	1666	586	1930
gene-YNR019W	1236	1162	110	374
gene-YNR020C	16	52	62	228
gene-YNR021W	480	970	251	1104
gene-YNR022C	326	646	22	140
gene-YNR023W	205	322	79	317
gene-YNR024W	661	392	172	558
gene-YNR026C	48	117	156	546
gene-YNR027W	27	68	116	511
gene-YNR028W	363	499	110	379
gene-YNR029C	283	339	153	474
gene-YNR030W	69	183	28	157
gene-YNR031C	587	648	76	194
gene-YNR032W	117	185	30	157
gene-YNR032C-A	337	258	26	89
gene-YNR033W	103	297	26	130
gene-YNR034W	854	771	114	389
gene-YNR034W-A	21108	31044	334	1223
gene-YNR035C	2358	3220	190	753
gene-YNR036C	600	1726	86	343
gene-YNR037C	155	348	32	164
gene-YNR038W	89	179	207	759
gene-YNR039C	209	149	196	611
gene-YNR040W	25	134	16	104
gene-YNR041C	69	146	16	94
gene-YNR043W	366	1190	57	350
gene-YNR044W	29	40	4	39
gene-YNR045W	191	554	11	90
gene-YNR046W	157	137	233	950
gene-YNR047W	1344	1524	80	324
gene-YNR048W	134	170	50	176
gene-YNR049C	195	221	55	270
gene-YNR050C	274	509	35	228
gene-YNCN0018W	12	23	1	3
gene-YNR051C	701	529	361	1042
gene-YNR052C	280	260	228	806
gene-YNR053C	157	208	880	2620
gene-YNCN0019C	9	17	1	13
gene-YNR054C	73	112	337	1190
gene-YNCN0020C	0	0	0	0
gene-YNR055C	446	415	295	885
gene-YNR056C	40	56	36	110
gene-YNR057C	61	79	18	53
gene-YNR058W	24	31	13	52
gene-YNR059W	589	470	46	151
gene-YNR060W	96	50	1533	3499
gene-YNR061C	67	143	72	370
gene-YNR062C	13	8	16	64
gene-YNR063W	75	41	15	57
gene-YNR064C	119	57	4	35
gene-YNR065C	62	152	10	56
gene-YNR066C	47	110	3	14
gene-YNR067C	277	303	3	28
gene-YNR068C	139	113	6	22
gene-YNR069C	242	284	6	40
gene-YNR070W	204	190	3	25
gene-YNR071C	3	5	0	1
gene-YNR072W	10	9	1	3
gene-YNR073C	37	36	1	1
gene-YNR074C	62	64	9	22
gene-YNR075W	226	250	17	58
gene-YNR075C-A	0	1	0	0
gene-YNR076W	7	3	0	0
gene-YNR077C	0	0	0	0
gene-YOL166W-A	1	1	0	0
gene-YOL165C	0	0	0	0
gene-YOL164W-A	0	0	0	0
gene-YOL164W	0	0	0	0
gene-YOL163W	0	0	0	0
gene-YOL162W	0	0	0	0
gene-YOL161C	7	0	0	0
gene-YOL160W	5	3	2	3
gene-YOL159C-A	123	98	26	71
gene-YOL159C	266	195	12	47
gene-YOL158C	382	426	62	166
gene-YOL157C	241	116	0	6
gene-YOL156W	56	27	2	2
gene-YOL155W-A	5	0	0	0
gene-YOL155C	7459	6313	84	284
gene-YOL154W	169	121	16	69
gene-YOL152W	113	324	185	667
gene-YOL151W	677	388	5992	26531
gene-YOL149W	380	358	53	177
gene-YOL148C	124	232	55	236
gene-YOL147C	6054	3857	82	220
gene-YOL146W	107	158	27	129
gene-YOL145C	836	1053	257	772
gene-YOL144W	189	224	225	810
gene-YOL143C	669	956	93	315
gene-YOL142W	174	205	198	741
gene-YOL141W	39	47	25	105
gene-YOL140W	125	324	292	913
gene-YOL139C	829	1635	1111	3995
gene-YOL138C	456	337	77	277
gene-YOL137W	59	87	87	394
gene-YOL136C	64	82	756	2522
gene-YOL135C	152	213	81	251
gene-YOL133W	943	644	93	393
gene-YOL132W	33	23	6	10
gene-YOL131W	26	11	3	4
gene-YOL130W	1394	639	257	784
gene-YOL129W	2003	2013	93	388
gene-YOL128C	72	63	127	464
gene-YOL127W	1624	4593	4847	18779
gene-YOL126C	2055	6336	39	170
gene-YOL125W	136	257	257	889
gene-YOL124C	5	13	430	1165
gene-YOL123W	583	655	47	371
gene-YOL122C	336	426	68	268
gene-YOL121C	327	1083	1721	7086
gene-YOL120C	1034	3822	3995	15767
gene-YOL119C	381	164	66	240
gene-YOL118C	36	34	7	15
gene-YOL117W	517	561	15	76
gene-YOL116W	176	280	57	170
gene-YOL115W	171	168	199	744
gene-YOL114C	80	53	3	5
gene-YOL113W	1165	601	18	67
gene-YOL112W	149	209	31	147
gene-YOL111C	1361	1069	95	248
gene-YOL110W	575	484	18	63
gene-YOL109W	8191	11270	879	3304
gene-YNCO0001C	0	0	0	0
gene-YOL108C	1464	1430	42	150
gene-YOL107W	79	66	2	26
gene-YNCO0002W	0	0	0	0
gene-YOL105C	93	63	86	297
gene-YOL104C	2	2	4	15
gene-YOL103W-A	0	0	0	0
gene-YOL103W-B	0	0	0	4
gene-YOL103W	136	293	140	528
gene-YOL102C	230	319	24	114
gene-YOL101C	650	249	11	28
gene-YOL100W	1394	679	186	458
gene-YOL098C	384	641	180	546
gene-YNCO0003C	4	7	2	6
gene-YOL097W-A	12	11	2	14
gene-YOL097C	130	360	511	1615
gene-YOL096C	138	318	8	45
gene-YOL095C	37	38	36	121
gene-YOL094C	46	92	108	269
gene-YOL093W	95	285	115	355
gene-YOL092W	209	207	269	976
gene-YOL091W	11	26	15	99
gene-YOL090W	33	138	20	62
gene-YOL089C	181	160	93	269
gene-YOL088C	551	442	61	181
gene-YOL087C	909	804	41	176
gene-YOL086W-A	390	477	38	145
gene-YOL086C	34943	41290	4338	15504
gene-YOL085C	58	28	1	7
gene-YOL084W	2620	690	184	475
gene-YOL083W	4129	1718	53	44
gene-YOL082W	3607	2270	61	157
gene-YOL081W	6013	6396	160	469
gene-YOL080C	16	17	249	852
gene-YOL078W	372	387	103	250
gene-YOL077W-A	948	1626	73	229
gene-YOL077C	139	329	984	3630
gene-YOL076W	87	121	78	325
gene-YOL075C	377	412	57	181
gene-YOL073C	871	585	48	213
gene-YOL072W	232	220	47	314
gene-YOL071W	601	895	26	99
gene-YOL070C	441	584	48	198
gene-YOL069W	188	243	29	109
gene-YOL068C	925	1000	377	1091
gene-YOL067C	352	306	62	166
gene-YOL066C	79	109	185	763
gene-YOL065C	259	325	10	19
